"Name","Area","Density","Population","Lat","Lng","log","logM","sqrtM","sqrt"
"Manchester",115.65,4716.88,545501,53.47008896,-2.23358989,8.45890284306242,6.28301540311433,65.7113813018442,68.6795457177754
"Mansfield",76.7,1415.65,108576,53.16703033,-1.17804003,7.25534406855961,5.07945662861152,34.6569601685802,37.6251245845113
"Medway",193.54,1434.41,277616,51.44770813,0.563173,7.26850889382267,5.09262145387459,34.9054411689613,37.8736055848925
"Melton",481.38,105.68,50873,52.80329132,-0.85439998,4.66041566021407,2.48452822026598,7.31191340478595,10.2800778207171
"Mendip",739.44,153.51,113513,51.19475937,-2.54177999,5.03376571148511,2.85787827153702,9.4217508380163,12.3899152539475
"Merthyr Tydfil",111.45,537.95,59953,51.74858093,-3.36424994,6.28776561903992,4.11187817909183,20.2255847419777,23.1937491579089
"Merton",37.62,5476.49,206052,51.41056824,-0.18866999,8.60821966377839,6.4323322238303,71.035146320819,74.0033107367502
"Mid and East Antrim",1059.21,130.43,138152,54.86462021,-6.14645004,4.87083668438219,2.6949492444341,8.45243101513109,11.4205954310623
"Mid Devon",912.9,88.32,80623,50.86882019,-3.59211993,4.48096658252878,2.3050791425807,6.42970768364542,9.39787209957658
"Mid Suffolk",871.07,116.57,101543,52.21858978,1.09695303,4.75849195093174,2.58260451098365,7.82859435695989,10.7967587728911
"Mid Sussex",334.03,444.11,148345,51.05952835,-0.10272,6.09607227949557,3.92018483954748,18.1057531126158,21.073917528547
"Mid Ulster",1831.34,79.96,146427,54.55273056,-6.8888998,4.3815265096322,2.20563906968411,5.9738711465121,8.94203556244326
"Middlesbrough",53.89,2609.8,140639,54.5446701,-1.21098995,7.86702886902815,5.69114142908006,48.1180372436168,51.086201659548
"Midlothian",353.68,254.72,90090,55.82110977,-3.1173799,5.54016490265602,3.36427746270793,12.9917854586768,15.959949874608
"Milton Keynes",308.63,866.81,267521,52.07241058,-0.74070001,6.76481980628232,4.58893236633423,26.4734727668072,29.4416371827383
"Mole Valley",258.32,337.29,87128,51.22748947,-0.30603001,5.82094309442978,3.64505565448169,15.3972922895254,18.3654567054566
"Monmouthshire",849.09,110.22,93590,51.77827072,-2.90280008,4.70247836845509,2.526590928507,7.53040691544531,10.4985713313765
"Moray",2237.58,42.81,95780,57.47682953,-3.20186996,3.75677172015685,1.58088428020877,3.57477070525107,6.54293512118224
"Na h-Eileanan Siar",3058.71,8.81,26950,58.19937897,-6.65721989,2.17588743994809,0,0,2.96816441593117
"Neath Port Talbot",441.31,321.98,142090,51.64450073,-3.74638009,5.77448943181415,3.59860199186606,14.975636742129,17.9438011580601
"New Forest",753.04,238.49,179590,50.85747147,-1.58936,5.47432738072819,3.2984399407801,12.4749570302014,15.4431214461326
"Newark and Sherwood",651.34,185.72,120965,53.10960007,-0.94643003,5.22424016315172,3.04835272320363,10.6597481168084,13.6279125327396
"Newcastle upon Tyne",113.46,2607.54,295842,55.02101135,-1.65296996,7.8661625271216,5.69027508717351,48.0959129770855,51.0640773930167
"Newcastle-under-Lyme",210.96,611.32,128963,53.00344849,-2.32630992,6.41562055365964,4.23973311371155,21.7567218325433,24.7248862484744
"Newham",36.2,9612.7,347996,51.53131866,0.027369,9.17084041983933,6.99495297989124,95.0762132913091,98.0443777072403
"Newport",190.52,795.09,151485,51.58232117,-2.89769006,6.67845531579401,4.50256787584592,25.2291758841752,28.1973403001063
"Newry, Mourne and Down",1682.34,106.4,178996,54.1495285,-6.0889101,4.66720557690754,2.49131813695946,7.34687315065094,10.3150375665821
"North Ayrshire",885.41,153.36,135790,55.72787857,-4.7247901,5.03278809873739,2.8569006587893,9.41569604839901,12.3838604643302
"North Devon",1086.03,87.88,95440,51.07612991,-3.92690992,4.47597224751641,2.30008480756832,6.4062689002752,9.37443331620637
"North Dorset",609.22,116.7,71096,50.91981888,-2.26037002,4.75960653929251,2.58371909934442,7.83461300471395,10.8027774206451
"North East Derbyshire",275.62,365.64,100780,53.16242981,-1.44253004,5.90164924278562,3.72576180283753,16.1535509882892,19.1217154042204
"North East Lincolnshire",191.86,833.02,159826,53.52336121,-0.13926999,6.72505765148246,4.54917021153437,25.8939214407771,28.8620858567083
"North Hertfordshire",375.38,355.16,133321,51.95737839,-0.22314,5.87256839216413,3.69668095221604,15.8775247463149,18.8456891622461
"North Kesteven",922.47,124.91,115230,53.08058167,-0.47670001,4.82759347797782,2.65170603802973,8.20814982446132,11.1763142403925
"North Lanarkshire",469.91,723.46,339960,55.86814117,-3.95140004,6.58404525774289,4.4081578177948,23.9290473354753,26.8972117514065
"North Lincolnshire",846.3,202.4,171294,53.58644867,-0.52410001,5.31024593741331,3.13435849746522,11.2585709790918,14.226735395023
"North Norfolk",962.46,108.13,104067,52.83377838,1.132195,4.68333420695745,2.50744676700936,7.43039317635056,10.3985575922817
"North Somerset",373.75,569.45,212834,51.39707184,-2.75439,6.34467098272036,4.16878354277227,20.8949870942948,23.863151510226
"North Tyneside",82.32,2483.96,204473,55.02896118,-1.50923002,7.81760933986413,5.64172189991604,46.8711774737848,49.839341889716
"North Warwickshire",284.26,225.39,64069,52.56483841,-1.62419999,5.41783223504918,3.24194479510109,12.0448299556124,15.0129943715436
"North West Leicestershire",279.33,358.39,100109,52.74250031,-1.42209005,5.8816217789258,3.70573433897771,15.9630267774407,18.9311911933719
"Northampton",80.77,2793.75,225656,52.23775101,-0.88121003,7.93514005836188,5.75925261841379,49.8877718637338,52.8559362796649
"Northumberland",5013.8,63.63,319030,55.30036926,-2.07521009,4.1530850572447,1.97719761729661,5.00867706425383,7.976841480185
"Norwich",39.02,3596.63,140353,52.64012909,1.28497899,8.18775257490745,6.01186513495936,57.0037456753774,59.9719100913086
"Nottingham",74.61,4412.2,329209,52.9541893,-1.16666996,8.39212871026166,6.21624127031357,63.4562286938294,66.4243931097605
"Nuneaton and Bedworth",78.95,1629.62,128659,52.50093842,-1.47965002,7.3961021377877,5.22021469783961,37.4003877007846,40.3685521167158
"Oadby and Wigston",23.53,2424.33,57035,52.58874893,-1.09300005,7.79331047653705,5.61742303658896,46.2693213037926,49.2374857197238
"Oldham",142.35,1642.2,233759,53.55767822,-2.0527401,7.40379208527469,5.2279046453266,37.5559025073183,40.5240669232494
"Orkney Islands",988.8,22.25,22000,58.9433403,-2.90028,3.10234200861225,0.926454568664161,1.74882615009714,4.7169905660283
"Oxford",45.6,3389.75,154582,51.75357056,-1.24405003,8.12851145134242,5.95262401139433,55.2533951646915,58.2215595806227
"Pembrokeshire",1618.68,77.04,124711,51.85512161,-4.90818024,4.34432476748987,2.16843732754178,5.80907888706551,8.77724330299668
"Pendle",169.38,535.46,90696,53.88636017,-2.18956995,6.28312619055259,4.1072387506045,20.1718442271096,23.1400086430407
"Perth and Kinross",5285.6,28.59,151100,56.57529068,-3.88479996,3.35305700633422,1.17716956638613,2.37879733818677,5.34696175411794
"Peterborough",343.38,579.29,198914,52.5921402,-0.26874,6.36180321574057,4.18591577579248,21.1002796550926,24.0684440710238
"Plymouth",79.83,3295.37,263070,50.40494156,-4.1129899,8.10027373198294,5.92438629203485,54.437148926999,57.4053133429302
"Poole",64.77,2335.57,151270,50.74077988,-1.95326996,7.75601125166171,5.58012381171362,45.3595708920677,48.3277353079989
"Portsmouth",40.39,5315.92,214718,50.80804825,-1.07023001,8.57846137081095,6.40257393086286,69.9421915014555,72.9103559173867
"Powys",5180.68,25.58,132515,52.348629,-3.43532991,3.2418107961507,1.06592335620261,2.08950303062955,5.05766744656072
"Preston",142.29,993.34,141346,53.82199097,-2.71816993,6.90107300221822,4.72518556227013,28.5491324224717,31.5172968384029
"Purbeck",404.41,115.61,46756,50.69445038,-2.12617993,4.75022245768723,2.57433501773914,7.78404465941702,10.7522090753482
"Reading",40.4,4036.72,163075,51.45301819,-0.99071002,8.30318776001305,6.12730032006496,60.5670226853909,63.5351871013221
"Redbridge",56.42,5348.98,301785,51.58589172,0.070085,8.58466116750762,6.40877372755953,70.1685568668827,73.1367212828139
"Redcar and Cleveland",244.82,555.53,136005,54.56752014,-1.00610995,6.31992261302199,4.1440351730739,20.601519502187,23.5696839181182
"Redditch",54.25,1570.55,85204,52.28541183,-1.94710004,7.3591811554665,5.18329371551841,36.6620008625534,39.6301652784845
"Reigate and Banstead",129.14,1133.49,146383,51.258461,-0.19870999,7.03305664767664,4.85716920772856,30.6991788115942,33.6673432275254
"Renfrewshire",261.49,676.25,176830,55.84862137,-4.56833982,6.51656283016069,4.3406753902126,23.0366428319605,26.0048072478917
"Rhondda Cynon Taf",424.15,563.78,239127,51.62184906,-3.41358995,6.33466410447862,4.15877666453053,20.7758874708046,23.7440518867358
"Ribble Valley",583.19,102.03,59504,53.92449951,-2.41739988,4.62526688768721,2.44937944773913,7.13282563455398,10.1009900504851
"Richmond upon Thames",57.41,3408.64,195680,51.44033051,-0.28913999,8.13406866374546,5.95818122379737,55.4153949137294,58.3835593296606
"Richmondshire",1318.71,40.72,53699,54.3576088,-1.98552001,3.70671937224227,1.53083193229418,3.41305803748636,6.38122245341753
"Rochdale",158.13,1381.53,218459,53.60741043,-2.14784002,7.23094685965429,5.05505941970621,34.2007742291257,37.1689386450568
"Rochford",169.5,508.62,86209,51.59093094,0.68347299,6.23170117584837,4.05581373590028,19.5844407550907,22.5526051710218
"Rossendale",138.04,509.74,70365,53.68478012,-2.26149011,6.2339007918026,4.05801335185451,19.609257934727,22.5774223506582
"Rother",509.43,186.48,94997,50.94868088,0.543064,5.2283239947275,3.05243655477941,10.6876035961581,13.6557680120893
"Rotherham",286.53,919.17,263375,53.3955307,-1.28650999,6.82347108892623,4.64758364897814,27.3496521281407,30.3178165440719
"Rugby",351.11,302.89,106350,52.38227844,-1.31827998,5.71336970329211,3.53748226334402,14.4355708153346,17.4037352312657
"Runnymede",78.04,1113.29,86882,51.39273071,-0.53855002,7.01507487438946,4.83918743444137,30.3978362434227,33.3660006593538
"Rushcliffe",409.23,283.45,115996,52.91239929,-1.01097,5.64703574077031,3.47114830082222,13.8678089744018,16.835973390333
"Rushmoor",39.05,2454.01,95817,51.27814865,-0.76806998,7.80547870024218,5.62959126029409,46.5698008228632,49.5379652387944
"Rutland",381.83,103.38,39474,52.66764832,-0.62629998,4.63841151976789,2.46252407981981,7.19943117004687,10.167595585978
"Ryedale",1506.59,36.05,54311,54.20021057,-0.84276998,3.58490686373096,1.40901942378287,3.03600080498006,6.00416522091123
"Salford",97.2,2585.79,251332,53.47927094,-2.38485003,7.85778634953786,5.68189890958977,47.8824992965515,50.8506637124826
"Sandwell",85.56,3803.93,325460,52.51477051,-2.00770998,8.24379002181353,6.06790258186544,58.7078438855145,61.6760083014457
"Scarborough",816.49,132.73,108370,54.34648895,-0.52780002,4.88831698963811,2.71242954969002,8.55268624710583,11.520850663037
"Scottish Borders",4731.78,24.31,115020,55.52593994,-2.85865998,3.19088778832803,1.01500034837994,1.96235279831725,4.93051721424842
"Sedgemoor",564.36,216.49,122178,51.19184875,-2.88250995,5.37754435699934,3.20165691705125,11.7454347358739,14.7135991518051
"Sefton",154.99,1771.64,274589,53.48210144,-2.99203992,7.4796609502543,5.30377351030621,39.122689697522,42.0908541134532
"Selby",599.31,146.65,87887,53.73326874,-1.12908006,4.98804879542346,2.81216135547537,9.14174887855612,12.1099132944873
"Sevenoaks",369.23,323.45,119429,51.27563095,0.188936,5.77904454248999,3.60315710254191,15.0165513171573,17.9847157330885
"Sheffield",367.93,1570.38,577789,53.40357971,-1.54253995,7.35907290727239,5.1831854673243,36.6598559736871,39.6280203896183
"Shepway",356.76,312.33,111427,51.07215118,1.00079596,5.74406032115477,3.56817288120668,14.7046961335102,17.6728605494413
"Shetland Islands",1468.05,15.72,23080,60.50495148,-1.37344003,2.75493378700106,0.579046347052973,0.996681104388636,3.9648455203198
"Shropshire",3197.28,99.29,317459,52.6221199,-2.73667002,4.5980448610455,2.42215742109742,6.99627234687686,9.96443676280802
"Slough",32.54,4571.58,148768,51.50350189,-0.57617003,8.42761415717793,6.25172671722984,64.6452957824642,67.6134601983954
"Solihull",178.28,1199.97,213933,52.43099976,-1.71557999,7.09005183546359,4.9141643955155,31.6724187200381,34.6405831359693
"South Ayrshire",1221.97,92.21,112680,55.23006821,-4.72901011,4.52406858455105,2.34818114460296,6.63443939761857,9.60260381354974
"South Bucks",141.28,493.96,69785,51.55944061,-0.58484,6.20245454224962,4.02656710230153,19.2570464942042,22.2252109101354
"South Cambridgeshire",901.63,173.8,156705,52.1080513,0.091017,5.15790521283129,2.9820177728832,10.2151583822104,13.1833227981416
"South Derbyshire",338.13,302.8,102385,52.82492065,-1.53494,5.71307252156329,3.53718508161521,14.4329849713938,17.401149387325
"South Gloucestershire",496.95,561.48,279027,51.54671097,-2.46921992,6.33057615466612,4.15468871471804,20.7274047901462,23.6955692060773
"South Hams",886.49,96.27,85340,50.37192154,-3.81994009,4.56715674378987,2.39126930384179,6.84356326068114,9.81172767661231
"South Holland",750.91,124.24,93295,52.78757858,-0.03058,4.82221517884043,2.64632773889234,8.17813541854305,11.1462998344742
"South Kesteven",942.59,150.29,141662,52.84885025,-0.49564999,5.012566760946,2.83667932099791,9.29111778165283,12.259282197584
"South Lakeland",1533.57,68.02,104321,54.29906845,-2.78108001,4.21980177957905,2.04391433963096,5.27925942427494,8.2474238402061
"South Lanarkshire",1771.89,179.57,318170,55.60453033,-3.83272004,5.19056510405381,3.01467766410572,10.4322087132022,13.4003731291334
"South Norfolk",907.71,149.25,135471,52.51218033,1.37324798,5.00562275227271,2.82973531232462,9.24862730693945,12.2167917228706
"South Northamptonshire",634.02,143.64,91074,52.11843872,-1.08129001,4.96731016935788,2.79142272940979,9.01682619733174,11.9849906132629
"South Oxfordshire",678.54,205.98,139767,51.62287903,-1.07846999,5.32777907669766,3.15189163674957,11.38383892855,14.3520033444812
"South Ribble",112.96,977.38,110400,53.72674942,-2.72872996,6.88487552217529,4.70898808222721,28.2949128478316,31.2630772637628
"South Somerset",959.04,174.36,167216,50.98398972,-2.7758801,5.16112212737019,2.9852346874221,10.2363802562641,13.2045446721953
"South Staffordshire",407.32,274.7,111890,52.69691849,-2.1549499,5.61567959310123,3.43979215315314,13.605911727251,16.5740761431822
"South Tyneside",64.39,2322.49,149555,54.96987915,-1.44695997,7.75039516497367,5.57450772502558,45.2240548730786,48.1922192890097
"Southampton",49.91,5055.86,252359,50.92037964,-1.40024996,8.5283032455699,6.35241580562182,68.1364064638653,71.1045708797965
"Southend-on-Sea",41.76,4354.09,181808,51.54914093,0.70690602,8.37887091222854,6.20298347228045,63.0173643005988,65.98552871653
"Southwark",28.86,10887.36,314232,51.46588898,-0.07309,9.29535776229508,7.11947032234699,101.374348492279,104.34251290821
"Spelthorne",44.89,2208.16,99120,51.41551971,-0.46254,7.69991486853973,5.52402742859164,44.0228985641718,46.9910629801029
"St Albans",161.21,912.47,147095,51.77355957,-0.3407,6.81615520820387,4.64026776825578,27.2389539504407,30.2071183663719
"St Edmundsbury",656.96,173.11,113725,52.26118088,0.675273,5.15392723058864,2.97803979064055,10.1889629301121,13.1571273460433
"St. Helens",136.36,1315.14,179331,53.45861816,-2.70309997,7.18169840282332,5.00581096287523,33.296694607647,36.2648590235782
"Stafford",598.17,225.29,134764,52.84791946,-2.1647501,5.41738846118905,3.24150102124096,12.0414991379264,15.0096635538576
"Staffordshire Moorlands",575.85,171.04,98496,53.06924057,-1.99334002,5.14189744727673,2.96601000732865,10.1100617634863,13.0782261794175
"Stevenage",25.97,3378.58,87739,51.90539169,-0.18987,8.12521078185943,5.94932334191135,55.1573893448718,58.125553760803
"Stirling",2186.97,42.98,94000,56.24953079,-4.32595015,3.76073489121436,1.58484745126628,3.58774894530234,6.55591336123351
"Stockport",126.04,2309.14,291045,53.39115906,-2.12467003,7.74463043982479,5.5687429998767,45.085347422435,48.0535118383662
"Stockton-on-Tees",204.96,958.65,196487,54.55691147,-1.30668998,6.8655260447644,4.68963860481631,27.9939091580399,30.9620735739711
"Stoke-on-Trent",93.45,2732.82,255378,53.01707077,-2.15888,7.91308932206864,5.73720188212055,49.3082164840508,52.276380899982
"Stratford-on-Avon",977.87,128.04,125202,52.16154099,-1.63565004,4.85234271510166,2.67645527515357,8.34731171192134,11.3154761278525
"Stroud",460.65,256.44,118130,51.72000885,-2.30819988,5.54689471911906,3.37100727917097,13.0455796809376,16.0137440968688
"Suffolk Coastal",891.73,144.68,129016,52.17782974,1.41014194,4.9745244070839,2.79863696713581,9.06013554707275,12.0282999630039
"Sunderland",137.44,2017.25,277249,54.85720062,-1.43343997,7.60949047672862,5.43360303678053,41.9456419246586,44.9138063405898
"Surrey Heath",95.09,933.45,88765,51.33610153,-0.68985999,6.83888739968334,4.66299995973525,27.5842495639821,30.5524139799133
"Sutton",43.85,4635.27,203243,51.3575592,-0.17227,8.44144972873053,6.26556228878245,65.1146527995748,68.082817215506
"Swale",374.47,391.74,146694,51.32387161,0.77952999,5.9705983544266,3.79471091447851,16.8242583766428,19.7924227925739
"Swansea",379.66,646.58,245480,51.65805817,-3.96723008,6.47169693378914,4.29580949384105,22.4597729758433,25.4279373917744
"Swindon",230.09,957.71,220363,51.57762909,-1.73367,6.86454501815626,4.68865757820817,27.9787255732099,30.9468899891411
"Tameside",103.15,2172.66,224119,53.47866821,-2.0769999,7.68370750229879,5.5078200623507,43.643636664911,46.6118010808422
"Tamworth",30.85,2480.56,76527,52.62031174,-1.68450999,7.8162396201202,5.64035218017211,46.8370561939607,49.8052206098919
"Tandridge",248.19,351.73,87297,51.23580933,-0.04805,5.86286383581367,3.68697639586558,15.7863017188326,18.7544661347637
"Taunton Deane",462.37,253.96,117423,51.00479126,-3.16542006,5.53717677430225,3.36128933435416,12.9679580735579,15.9361224894891
"Teignbridge",673.89,195.04,131437,50.61019897,-3.65395999,5.27320466573296,3.09731722578487,10.9975077841457,13.9656722000769
"Telford and Wrekin",290.31,605.44,175768,52.71416855,-2.48940992,6.40595546642346,4.23006802647537,21.6375259828364,24.6056903987675
"Tendring",337.74,428.46,144705,51.85692978,1.10918295,6.06019738478907,3.88430994484099,17.7311109337037,20.6992753496348
"Test Valley",627.59,197.51,123957,51.13417053,-1.50214005,5.28578921597077,3.10990177602268,11.085660686154,14.0538251020852
"Tewkesbury",414.41,217.98,90332,51.93484879,-2.19998002,5.38440331546117,3.20851587551308,11.795981343306,14.7641457592371
"Thanet",103.34,1367.7,141337,51.35253143,1.32829797,7.22088577588751,5.04499833593942,34.0142638439871,36.9824282599183
"Three Rivers",88.82,1042.97,92641,51.65631866,-0.45005,6.94982769140398,4.77394025145589,29.3268816437976,32.2950460597287
"Thurrock",163.49,1042.21,170394,51.5099411,0.33490199,6.9490987375164,4.77321129756831,29.3151129889421,32.2832774048733
"Tonbridge and Malling",240.13,536.77,128891,51.26063919,0.34930599,6.28556969735954,4.10968225741145,20.2001328887911,23.1682973047222
"Torbay",62.89,2150.5,135247,50.4708786,-3.5552299,7.67345565222379,5.4975682122757,43.4053193867766,46.3734838027078
"Torfaen",125.7,734.01,92264,51.69836044,-3.05100989,6.59852265249991,4.42263521255182,24.124454505096,27.0926189210272
"Torridge",983.89,68.93,67821,50.90802002,-4.21730995,4.23309149689756,2.05720405694947,5.33424487294396,8.30240928887513
"Tower Hamlets",19.79,15564.43,307964,51.51552963,-0.0364,9.65274346158196,7.47685602163388,121.789320329474,124.757484745405
"Trafford",106.04,2220.7,235493,53.4167099,-2.36572003,7.70557774048021,5.52969030053213,44.1561392924527,47.1243037083838
"Tunbridge Wells",331.33,356.33,118061,51.10253906,0.471632,5.87585726777623,3.69996982782814,15.9085408050548,18.876705220986
"Uttlesford",641.18,136.75,87684,51.93592072,0.294485,4.91815444130209,2.742267001354,8.72585114759533,11.6940155635265
"Vale of Glamorgan",331.08,394.74,130690,51.44837952,-3.39803004,5.97822732032596,3.80233988037787,16.899900411827,19.8680648277581
"Vale of White Horse",577.63,227.18,131227,51.65443039,-1.48543,5.42574265480328,3.24985521485519,12.1043270834859,15.0724914994171
"Wakefield",338.62,1006.41,340790,53.65922165,-1.42092001,6.91414482230381,4.73825738235572,28.755801288249,31.7239657041802
"Walsall",103.97,2705.43,281293,52.60503006,-1.97044003,7.90301614352686,5.72712870357877,49.0455837666407,52.0137481825719
"Waltham Forest",38.81,7099.22,275505,51.59460831,-0.01881,8.86774019783952,6.69185275789143,81.2887047402391,84.2568691561703
"Wandsworth",34.26,9434.5,323257,51.45238876,-0.20021001,9.15212846222777,6.97624102227968,94.1631899450577,97.1313543609889
"Warrington",180.63,1160.97,209704,53.39162827,-2.56167006,7.05701114157076,4.88112370162267,31.1048454305734,34.0730098465046
"Warwick",282.88,495.9,140282,52.3014183,-1.58369005,6.20637429349509,4.030486853547,19.3006478559436,22.2688122718748
"Watford",21.43,4511.09,96675,51.67169952,-0.40428999,8.4142940884397,6.23840664849161,64.1964840235567,67.1646484394879
"Waveney",370.13,318.53,117897,52.43524933,1.56323695,5.76371666209924,3.58782922215115,14.8792443595746,17.8474087755058
"Waverley",345.17,362.17,125010,51.15686035,-0.62343001,5.89211371485164,3.71622627490355,16.0626001509484,19.0307645668796
"Wealden",833.18,190.77,158941,50.93315887,0.205153,5.25106851394743,3.07518107399934,10.8437869306382,13.8119513465694
"Wellingborough",163.04,484.03,78914,52.29257965,-0.71425003,6.18214688826681,4.00625944831872,19.0325173916856,22.0006818076168
"Welwyn Hatfield",129.54,943.93,122274,51.76087189,-0.18517999,6.85005201085369,4.6741645709056,27.7552794014536,30.7234438173848
"West Berkshire",704.17,225.05,158473,51.44559097,-1.27364004,5.41632259973894,3.24043515979085,12.0335021581532,15.0016665740844
"West Devon",1159.66,47.71,55329,50.66487885,-4.03356981,3.86514101952802,1.68925357957993,3.93907815980048,6.90724257573165
"West Dorset",1081.53,94.37,102064,50.79497147,-2.60061002,4.54722322603324,2.37133578608515,6.74625785201663,9.7144222679478
"West Dunbartonshire",158.75,564.47,89610,56.00141144,-4.52074003,6.33588723780195,4.15999979785386,20.790412982558,23.7585773984892
"West Lancashire",346.78,328.39,113881,53.61280823,-2.8689301,5.79420192644473,3.61831448649664,15.153369735459,18.1215341513902
"West Lindsey",1155.73,81.63,94340,53.40044022,-0.50774002,4.40219684146326,2.22630940151518,6.06676779189419,9.03493220782536
"West Lothian",427.74,423.88,181310,55.89920044,-3.60909009,6.04945039630663,3.87356295635855,17.6201818022574,20.5883462181886
"West Oxfordshire",714.42,152.94,109266,51.83990097,-1.50292003,5.03004568761608,2.85415824766799,9.39872686684479,12.366891282776
"West Somerset",725.41,48.06,34865,51.11989975,-3.50494003,3.87245023030832,1.69656279036023,3.96436758904364,6.93253200497481
"Westminster",21.49,11392.75,244796,51.51221085,-0.15295,9.34073246715884,7.16484502721075,103.768661469046,106.736825884977
"Weymouth and Portland",41.78,1573.81,65751,50.63240051,-2.45133996,7.36125471012822,5.18536727018014,36.7031098262708,39.671274242202
"Wigan",188.17,1725.29,324650,53.51445007,-2.57246995,7.45315043127759,5.2772629913295,38.5684459416799,41.536610357611
"Wiltshire",3255.34,152.38,496043,51.32883072,-1.92660999,5.02637740104486,2.85048996109678,9.37606500513842,12.3442294210696
"Winchester",660.97,187.42,123879,51.03002167,-1.24392998,5.23335208769568,3.05746464774759,10.7219780230649,13.690142438996
"Windsor and Maidenhead",196.5,764.06,150140,51.48033905,-0.67540997,6.6386463201143,4.46275888016621,24.6734708468387,27.6416352627698
"Wirral",157.05,2055.42,322796,53.37453842,-3.06502008,7.62823548560972,5.45234804566163,42.3685756521417,45.3367400680728
"Woking",63.6,1589.99,101129,51.30836868,-0.57981998,7.37148300588632,5.19559556593823,36.9065142661598,39.874678682091
"Wokingham",178.97,921.85,164980,51.42295837,-0.89934999,6.8263825205164,4.65049508056831,27.3938183915207,30.3619828074518
"Wolverhampton",69.44,3743.36,259926,52.59788132,-2.12746,8.22773888281461,6.05185144286652,58.2148397600653,61.1830041759965
"Worcester",33.28,3074.51,102314,52.1948204,-2.2102499,8.03090081794963,5.85501337800154,52.4800997588832,55.4482641748143
"Worthing",32.52,3371.04,109632,50.83309937,-0.40127,8.12297658107882,5.94708914113073,55.092493520403,58.0606579363341
"Wrexham",503.77,269.11,135571,53.00167084,-2.99202991,5.59512021794914,3.41923277800105,13.4364081173597,16.4045725332908
"Wychavon",663.54,188.95,125378,52.12886047,-2.01613998,5.2414824297955,3.06559498984741,10.7777440662318,13.745908482163
"Wycombe",324.57,538.43,174758,51.66619873,-0.80883002,6.28865749743197,4.11277005748388,20.2359300503478,23.204094466279
"Wyre",282.15,391.38,110426,53.89990997,-2.80462003,5.96967895503606,3.79379151508797,16.8151618969011,19.7833263128322
"Wyre Forest",195.4,515.42,100715,52.38529968,-2.23494005,6.24498210227717,4.06909466232909,19.7346988396144,22.7028632555455
"York",271.94,765.48,208163,53.96582031,-1.07375002,6.64050308804186,4.46461564809378,24.6991448135548,27.667309229486
